ville,pays,latitude,longitude,date_entiere,heure,aqi,pm2_5,pm10,no2,so2,o3,co,no,nh3
Tokyo,JP,35.6895,139.6917,2026-02-05,18,39,7.46,10.63,9.06,5.53,82.82,166.88,0,0.03
Antananarivo,MG,-18.8792,47.5079,2026-02-05,19,8,1.26,2.87,0.5,0.12,16.63,81.1,0,0.31
London,GB,51.5074,-0.1278,2026-02-05,19,30,0.7,0.89,4.29,1.3,63.87,134.94,0,0.07
New York,US,40.7128,-74.006,2026-02-05,19,59,16.1,18.54,16.5,5.6,65.42,285.74,8.86,0.26
Paris,FR,48.8566,2.3522,2026-02-05,19,28,1.21,1.49,3.68,0.29,60.17,148.28,0,0.33
Tokyo,JP,35.6895,139.6917,2026-02-05,19,39,7.42,10.53,8.77,5.36,82.66,169.97,0,0.03
Antananarivo,MG,-18.8792,47.5079,2026-02-05,20,7,1.26,2.85,0.52,0.11,14.99,82.38,0,0.29
London,GB,51.5074,-0.1278,2026-02-05,20,30,0.74,0.94,3.98,1.15,63.54,138.33,0,0.07
New York,US,40.7128,-74.006,2026-02-05,20,66,19.42,22.19,19.36,5.5,65.62,298.42,8.1,0.19
Paris,FR,48.8566,2.3522,2026-02-05,20,28,1.27,1.53,3.5,0.27,59.82,151.09,0,0.28
Tokyo,JP,35.6895,139.6917,2026-02-05,20,39,7.36,10.42,8.04,5.12,83.15,172.28,0,0.02
Antananarivo,MG,-18.8792,47.5079,2026-02-05,21,7,1.21,2.65,0.5,0.09,13.79,81.54,0,0.26
London,GB,51.5074,-0.1278,2026-02-05,21,30,0.88,1.1,4.14,1.09,63.06,142.8,0,0.07
New York,US,40.7128,-74.006,2026-02-05,21,72,21.96,25.05,24.68,5.61,61.89,312.25,6.37,0.22
Paris,FR,48.8566,2.3522,2026-02-05,21,28,1.36,1.6,3.21,0.24,59.87,154.43,0,0.25
Tokyo,JP,35.6895,139.6917,2026-02-05,21,40,7.12,10.2,7.32,4.87,84.12,174.04,0,0.02
Antananarivo,MG,-18.8792,47.5079,2026-02-05,22,6,1.2,2.55,0.49,0.08,13.04,80.55,0,0.23
London,GB,51.5074,-0.1278,2026-02-05,22,29,0.95,1.18,4.25,1.12,62.29,145.53,0,0.07
New York,US,40.7128,-74.006,2026-02-05,22,77,24.31,27.76,35.03,5.81,52.62,336.05,2.67,0.39
Paris,FR,48.8566,2.3522,2026-02-05,22,28,1.46,1.71,2.87,0.21,60.15,156.19,0,0.25
Tokyo,JP,35.6895,139.6917,2026-02-05,22,41,6.57,9.6,6.81,4.56,86.41,175.99,0,0.03
Antananarivo,MG,-18.8792,47.5079,2026-02-05,23,6,1.23,2.46,0.48,0.07,12.33,80.41,0,0.21
London,GB,51.5074,-0.1278,2026-02-05,23,29,0.96,1.2,4.29,1.17,61.17,148.33,0,0.08
New York,US,40.7128,-74.006,2026-02-05,23,82,27.03,30.93,45.36,5.88,42.14,372.06,0.08,0.73
Paris,FR,48.8566,2.3522,2026-02-05,23,28,1.51,1.8,2.54,0.17,59.61,156.38,0,0.27
Tokyo,JP,35.6895,139.6917,2026-02-05,23,43,5.85,8.65,8.03,4.21,91.4,178.7,0.16,0.04
Antananarivo,MG,-18.8792,47.5079,2026-02-06,0,6,1.24,2.36,0.46,0.06,11.92,79.83,0,0.2
London,GB,51.5074,-0.1278,2026-02-06,0,28,1.08,1.32,4.59,1.24,59.74,153.31,0,0.11
New York,US,40.7128,-74.006,2026-02-06,0,89,30.07,34.49,51.93,5.81,34.62,413.57,0.05,1.13
Paris,FR,48.8566,2.3522,2026-02-06,0,28,1.5,1.81,2.3,0.15,58.28,156.2,0,0.28
Tokyo,JP,35.6895,139.6917,2026-02-06,0,46,5.33,7.86,7.95,3.93,96.79,179.6,0.71,0.06
Antananarivo,MG,-18.8792,47.5079,2026-02-06,1,6,1.26,2.35,0.44,0.06,11.7,79.3,0,0.2
London,GB,51.5074,-0.1278,2026-02-06,1,28,1.12,1.37,4.87,1.35,59.25,155.71,0,0.15
New York,US,40.7128,-74.006,2026-02-06,1,94,32.64,37.62,58.31,5.38,26.13,452.46,0.15,1.59
Paris,FR,48.8566,2.3522,2026-02-06,1,27,1.41,1.7,2.18,0.13,56.56,155.88,0,0.26
Tokyo,JP,35.6895,139.6917,2026-02-06,1,49,4.9,7.22,6.5,3.46,102.76,175.04,0.94,0.05
Antananarivo,MG,-18.8792,47.5079,2026-02-06,2,6,1.32,2.49,0.43,0.06,11.35,79.05,0,0.22
London,GB,51.5074,-0.1278,2026-02-06,2,28,1.04,1.3,5.2,1.52,58.91,156.45,0,0.19
New York,US,40.7128,-74.006,2026-02-06,2,101,35.53,41.19,66.13,4.79,17.76,505.78,0.55,2.15
Paris,FR,48.8566,2.3522,2026-02-06,2,26,1.26,1.51,2.13,0.12,55.71,155.05,0,0.24
Tokyo,JP,35.6895,139.6917,2026-02-06,2,21,4.93,7.15,5.75,3.26,106.34,169.95,1.04,0.04
Antananarivo,MG,-18.8792,47.5079,2026-02-06,3,6,1.4,2.71,0.45,0.06,11.07,79.75,0.01,0.25
London,GB,51.5074,-0.1278,2026-02-06,3,28,1,1.26,5.35,1.69,59.69,154.84,0,0.21
New York,US,40.7128,-74.006,2026-02-06,3,107,38.04,44.3,71.57,4.22,11.88,558.58,1.89,2.69
Paris,FR,48.8566,2.3522,2026-02-06,3,27,1.04,1.29,1.82,0.11,57.37,150.26,0,0.25
Tokyo,JP,35.6895,139.6917,2026-02-06,3,23,5.43,7.68,5.71,3.39,107.74,167.58,1.15,0.04
Antananarivo,MG,-18.8792,47.5079,2026-02-06,4,6,1.54,3.27,0.41,0.09,11.34,82.57,0.07,0.3
London,GB,51.5074,-0.1278,2026-02-06,4,29,0.99,1.29,5.36,1.84,61.8,151.63,0,0.24
New York,US,40.7128,-74.006,2026-02-06,4,112,39.89,46.36,73.49,3.81,9.07,600.89,3.84,3.04
Paris,FR,48.8566,2.3522,2026-02-06,4,29,0.81,1.12,1.25,0.1,62.16,142.52,0,0.26
Tokyo,JP,35.6895,139.6917,2026-02-06,4,54,5.57,7.78,5.4,3.29,109.38,166.67,0.98,0.03
Antananarivo,MG,-18.8792,47.5079,2026-02-06,5,7,1.73,3.97,0.32,0.11,12.97,86.49,0.16,0.38
London,GB,51.5074,-0.1278,2026-02-06,5,30,0.98,1.3,5.22,1.88,64.32,148.26,0,0.25
New York,US,40.7128,-74.006,2026-02-06,5,114,40.72,46.75,74.08,3.59,7.25,630.95,5.45,3.21
Paris,FR,48.8566,2.3522,2026-02-06,5,32,0.7,1.11,0.86,0.1,66.93,136.68,0,0.28
Tokyo,JP,35.6895,139.6917,2026-02-06,5,53,5.21,7.47,5.1,3.09,109.03,166.74,0.73,0.02
Antananarivo,MG,-18.8792,47.5079,2026-02-06,6,8,1.93,4.46,0.27,0.14,16.33,88.67,0.14,0.51
London,GB,51.5074,-0.1278,2026-02-06,6,31,0.93,1.25,5.22,1.86,65.2,145.62,0,0.25
New York,US,40.7128,-74.006,2026-02-06,6,116,41.6,47.12,77.04,3.45,4.54,664.33,6.67,3.51
Paris,FR,48.8566,2.3522,2026-02-06,6,34,0.75,1.26,0.86,0.14,71.54,134.63,0,0.29
Tokyo,JP,35.6895,139.6917,2026-02-06,6,21,5,7.44,5.89,3.17,105.92,171.03,0.55,0.01
Antananarivo,MG,-18.8792,47.5079,2026-02-06,7,12,1.07,2.55,0.13,0.17,24.53,71.67,0.05,0.35
London,GB,51.5074,-0.1278,2026-02-06,7,30,0.84,1.16,5.4,1.83,64.3,143.15,0,0.25
New York,US,40.7128,-74.006,2026-02-06,7,118,42.24,47.29,81.31,3.37,1.46,697.07,7.87,3.89
Paris,FR,48.8566,2.3522,2026-02-06,7,35,0.81,1.43,1.1,0.17,75.06,134.69,0,0.29
Tokyo,JP,35.6895,139.6917,2026-02-06,7,48,5.23,7.9,7.86,3.61,102.18,181.17,0.39,0.02
Antananarivo,MG,-18.8792,47.5079,2026-02-06,8,13,0.96,2.14,0.09,0.16,27.84,68.15,0.04,0.31
London,GB,51.5074,-0.1278,2026-02-06,8,30,0.83,1.17,5.46,1.83,63.94,139.96,0,0.23
New York,US,40.7128,-74.006,2026-02-06,8,118,42.37,46.99,83.37,3.6,0.35,718.69,9.32,4.08
Paris,FR,48.8566,2.3522,2026-02-06,8,36,0.85,1.54,1.29,0.2,77.23,136.32,0,0.29
Tokyo,JP,35.6895,139.6917,2026-02-06,8,46,5.86,8.76,10.51,4.25,97.8,195.23,0.11,0.03
Antananarivo,MG,-18.8792,47.5079,2026-02-06,9,14,1.04,2.14,0.08,0.17,28.89,67.48,0.03,0.31
London,GB,51.5074,-0.1278,2026-02-06,9,31,0.84,1.26,5.24,1.79,66.07,136.58,0.01,0.19
New York,US,40.7128,-74.006,2026-02-06,9,115,41.1,45.39,83.38,4.46,0.31,707.65,9.27,3.89
Paris,FR,48.8566,2.3522,2026-02-06,9,37,0.83,1.56,1.37,0.22,77.39,138.32,0,0.29
Tokyo,JP,35.6895,139.6917,2026-02-06,9,44,6.45,9.57,11.8,4.84,93.36,212.2,0,0.06
Antananarivo,MG,-18.8792,47.5079,2026-02-06,10,15,1.12,2.08,0.09,0.16,32.19,67.8,0.02,0.29
London,GB,51.5074,-0.1278,2026-02-06,10,33,0.83,1.38,4.67,1.68,69.76,132.28,0.06,0.15
New York,US,40.7128,-74.006,2026-02-06,10,106,37.69,41.72,82.43,6.23,0.43,653.75,6.11,3.33
Paris,FR,48.8566,2.3522,2026-02-06,10,36,0.7,1.28,1.38,0.22,76.18,138.96,0.02,0.27
Tokyo,JP,35.6895,139.6917,2026-02-06,10,43,6.55,9.78,11.47,5.23,90.53,230.26,0,0.09
Antananarivo,MG,-18.8792,47.5079,2026-02-06,11,17,1.17,1.97,0.09,0.14,35.77,67.32,0.02,0.27
London,GB,51.5074,-0.1278,2026-02-06,11,35,0.84,1.56,4.06,1.59,73.12,129.69,0.17,0.13
New York,US,40.7128,-74.006,2026-02-06,11,105,37.04,41.15,82.99,6.74,0.21,650.25,6.73,3.26
Paris,FR,48.8566,2.3522,2026-02-06,11,35,0.54,0.89,1.38,0.19,74.93,138.79,0.03,0.26
Tokyo,JP,35.6895,139.6917,2026-02-06,11,42,6.05,9.19,10.51,5.43,89.89,247.9,0,0.14
Antananarivo,MG,-18.8792,47.5079,2026-02-06,12,17,1.21,1.93,0.1,0.13,36.28,67.11,0.02,0.26
London,GB,51.5074,-0.1278,2026-02-06,12,36,0.83,1.66,3.59,1.52,75.64,129.37,0.26,0.12
New York,US,40.7128,-74.006,2026-02-06,12,103,36.18,40.59,82.23,6.96,0.17,649.54,7.79,3.32
Paris,FR,48.8566,2.3522,2026-02-06,12,35,0.5,0.66,1.34,0.17,74.53,138.44,0.04,0.26
Tokyo,JP,35.6895,139.6917,2026-02-06,12,43,5.17,8.02,9.35,5.46,91.12,258.93,0,0.18
Antananarivo,MG,-18.8792,47.5079,2026-02-06,13,17,1.24,1.92,0.12,0.12,35.19,67.33,0.02,0.27
London,GB,51.5074,-0.1278,2026-02-06,13,37,0.82,1.75,3.36,1.49,77.86,129.62,0.27,0.11
New York,US,40.7128,-74.006,2026-02-06,13,98,34.51,39.35,76.63,7.18,4.53,642.48,11.95,3.43
Paris,FR,48.8566,2.3522,2026-02-06,13,36,0.5,0.55,1.21,0.16,75.59,138.22,0.06,0.26
Tokyo,JP,35.6895,139.6917,2026-02-06,13,43,4.45,6.98,8.48,5.54,92.06,261.13,0,0.2
Antananarivo,MG,-18.8792,47.5079,2026-02-06,14,16,1.28,2.02,0.15,0.12,33.69,68.13,0.02,0.3
London,GB,51.5074,-0.1278,2026-02-06,14,38,0.82,1.82,3.36,1.5,79.55,130.25,0.21,0.13
New York,US,40.7128,-74.006,2026-02-06,14,94,32.34,37.55,57.31,7.61,23.09,623.64,24.74,3.41
Paris,FR,48.8566,2.3522,2026-02-06,14,36,0.5,0.53,1.06,0.15,75.88,137.79,0.07,0.27
Tokyo,JP,35.6895,139.6917,2026-02-06,14,43,4.33,6.78,9.47,6.37,91.04,260.38,0,0.21
Antananarivo,MG,-18.8792,47.5079,2026-02-06,15,15,1.3,2.16,0.2,0.11,32.12,69.25,0.02,0.3
London,GB,51.5074,-0.1278,2026-02-06,15,38,0.87,1.88,3.42,1.5,80.38,133.07,0.12,0.15
New York,US,40.7128,-74.006,2026-02-06,15,90,30.85,36.28,45.48,8.4,35.83,583.49,29.84,3
Paris,FR,48.8566,2.3522,2026-02-06,15,36,0.5,0.52,1.01,0.14,76.09,137.89,0.07,0.28
Tokyo,JP,35.6895,139.6917,2026-02-06,15,42,4.67,7.15,11.7,7.67,87.99,254.31,0,0.21
Antananarivo,MG,-18.8792,47.5079,2026-02-06,16,14,1.33,2.43,0.29,0.12,29.46,71.32,0,0.33
London,GB,51.5074,-0.1278,2026-02-06,16,38,0.93,1.94,3.51,1.53,79.4,136.58,0.05,0.17
New York,US,40.7128,-74.006,2026-02-06,16,88,29.49,34.5,39.17,10.47,49.45,495.4,24.27,1.76
Paris,FR,48.8566,2.3522,2026-02-06,16,36,0.5,0.55,1.23,0.15,76.29,138.46,0.05,0.33
Tokyo,JP,35.6895,139.6917,2026-02-06,16,40,4.73,7.2,13.04,8.47,84.15,244.49,0,0.23
Antananarivo,MG,-18.8792,47.5079,2026-02-06,17,13,1.4,2.74,0.36,0.14,26.75,75.12,0,0.37
London,GB,51.5074,-0.1278,2026-02-06,17,37,1.01,2.13,3.82,1.65,78.08,138.78,0.01,0.19
New York,US,40.7128,-74.006,2026-02-06,17,93,32.24,37.06,36.59,10.42,58.84,452.15,19.67,0.82
Paris,FR,48.8566,2.3522,2026-02-06,17,36,0.51,0.75,1.67,0.19,76.7,139.7,0.01,0.42
Tokyo,JP,35.6895,139.6917,2026-02-06,17,39,4.45,6.89,13.24,8.79,81.58,236.43,0,0.24
Antananarivo,MG,-18.8792,47.5079,2026-02-06,18,12,1.42,2.9,0.4,0.14,24.49,78.31,0,0.35
London,GB,51.5074,-0.1278,2026-02-06,18,37,1.1,2.45,4.14,1.79,78.56,137.34,0,0.24
New York,US,40.7128,-74.006,2026-02-06,18,37,35.49,40.22,36.87,10.15,66.33,425.15,15.42,0.22
Paris,FR,48.8566,2.3522,2026-02-06,18,37,0.59,1.03,1.96,0.25,77.89,141.29,0,0.48
Tokyo,JP,35.6895,139.6917,2026-02-06,18,38,4.1,6.61,13.25,9.16,79.48,231.7,0,0.26
Antananarivo,MG,-18.8792,47.5079,2026-02-06,19,10,1.42,3.07,0.44,0.14,22,80.17,0,0.33
London,GB,51.5074,-0.1278,2026-02-06,19,39,1.16,2.95,4.27,1.88,82.97,133.77,0,0.33
New York,US,40.7128,-74.006,2026-02-06,19,92,31.55,35.65,35.3,9.02,71.71,372.92,9.42,0.07
Paris,FR,48.8566,2.3522,2026-02-06,19,37,0.75,1.36,2.14,0.3,78.79,141.66,0,0.48
Tokyo,JP,35.6895,139.6917,2026-02-06,19,36,3.94,6.52,13.31,9.72,76.98,229.21,0,0.27
Antananarivo,MG,-18.8792,47.5079,2026-02-06,20,9,1.44,3.29,0.47,0.13,19.68,81.59,0,0.32
London,GB,51.5074,-0.1278,2026-02-06,20,43,1.17,3.29,4,1.82,90.85,130.32,0,0.49
New York,US,40.7128,-74.006,2026-02-06,20,87,29.16,33,34.48,7.95,69.82,349.2,6.31,0.09
Paris,FR,48.8566,2.3522,2026-02-06,20,37,0.94,1.71,2.24,0.33,79.32,143.33,0,0.47
Tokyo,JP,35.6895,139.6917,2026-02-06,20,36,3.78,6.42,12.99,10,75.68,227.96,0,0.28
Antananarivo,MG,-18.8792,47.5079,2026-02-06,21,8,1.37,3.21,0.46,0.12,17.7,80.72,0,0.28
London,GB,51.5074,-0.1278,2026-02-06,21,47,1.08,3.12,3.47,1.61,99.68,128.51,0,0.64
New York,US,40.7128,-74.006,2026-02-06,21,86,28.53,32.39,37.47,7.63,63.51,345.4,3.55,0.15
Paris,FR,48.8566,2.3522,2026-02-06,21,38,1.13,2.04,2.3,0.34,79.54,145.19,0,0.46
Tokyo,JP,35.6895,139.6917,2026-02-06,21,35,3.55,6.26,12.4,10.02,74.95,225.71,0,0.28
Antananarivo,MG,-18.8792,47.5079,2026-02-06,22,7,1.27,2.83,0.45,0.09,15.84,79.15,0,0.25
London,GB,51.5074,-0.1278,2026-02-06,22,4,0.9,2.57,3.02,1.43,106.13,128.01,0,0.69
New York,US,40.7128,-74.006,2026-02-06,22,85,28.33,31.97,41.63,7.75,55.89,349.07,0.94,0.22
Paris,FR,48.8566,2.3522,2026-02-06,22,37,1.26,2.25,2.33,0.32,78.1,145.56,0,0.42
Tokyo,JP,35.6895,139.6917,2026-02-06,22,35,3.03,5.3,11.73,9.96,75.13,219.84,0,0.28
Antananarivo,MG,-18.8792,47.5079,2026-02-06,23,7,1.16,2.46,0.43,0.07,14.19,78.12,0,0.23
London,GB,51.5074,-0.1278,2026-02-06,23,53,0.8,2.18,3.01,1.45,108.78,129.11,0,0.68
New York,US,40.7128,-74.006,2026-02-06,23,84,27.8,31.08,42.09,8.04,50.6,352.18,0.03,0.34
Paris,FR,48.8566,2.3522,2026-02-06,23,36,1.34,2.35,2.31,0.26,75.68,146.64,0,0.39
Tokyo,JP,35.6895,139.6917,2026-02-06,23,36,2.57,4.21,11.74,8.95,76.9,212.4,0.02,0.24
Antananarivo,MG,-18.8792,47.5079,2026-02-07,0,6,1.05,2.19,0.41,0.06,12.97,76.67,0,0.23
London,GB,51.5074,-0.1278,2026-02-07,0,53,0.77,2.02,3.07,1.5,109.02,130.66,0,0.63
New York,US,40.7128,-74.006,2026-02-07,0,81,26.54,29.47,39.73,8.19,47.75,348.74,0.01,0.4
Paris,FR,48.8566,2.3522,2026-02-07,0,35,1.37,2.34,2.13,0.2,73.18,147.35,0,0.36
Tokyo,JP,35.6895,139.6917,2026-02-07,0,37,2.26,3.5,13.18,8.19,79.24,206.24,0.19,0.22
Antananarivo,MG,-18.8792,47.5079,2026-02-07,1,5,1.02,2.11,0.41,0.05,11.53,75.96,0,0.24
London,GB,51.5074,-0.1278,2026-02-07,1,3,0.82,2.14,3.05,1.51,106.8,131.1,0,0.59
New York,US,40.7128,-74.006,2026-02-07,1,76,24.15,26.64,36,8.02,46.52,335.88,0.01,0.41
Paris,FR,48.8566,2.3522,2026-02-07,1,33,1.36,2.22,1.93,0.17,70,146.75,0,0.34
Tokyo,JP,35.6895,139.6917,2026-02-07,1,38,1.96,2.93,13.52,7.5,80.65,197.32,0.43,0.2
Antananarivo,MG,-18.8792,47.5079,2026-02-07,2,5,1.08,2.16,0.43,0.05,9.91,76.76,0.01,0.25
London,GB,51.5074,-0.1278,2026-02-07,2,49,0.92,2.52,2.9,1.47,103.78,131.16,0,0.57
New York,US,40.7128,-74.006,2026-02-07,2,71,21.62,23.72,32.64,7.71,46.42,322.51,0.01,0.42
Paris,FR,48.8566,2.3522,2026-02-07,2,32,1.32,2.1,1.75,0.15,67.91,146.66,0,0.31
Tokyo,JP,35.6895,139.6917,2026-02-07,2,38,1.72,2.54,14.25,7.19,81.16,191.43,0.62,0.19
Antananarivo,MG,-18.8792,47.5079,2026-02-07,3,5,1.17,2.29,0.47,0.05,8.71,78.59,0.01,0.27
London,GB,51.5074,-0.1278,2026-02-07,3,48,0.96,2.79,2.67,1.42,100.69,130.75,0,0.56
New York,US,40.7128,-74.006,2026-02-07,3,67,19.9,21.74,30.55,7.62,45.38,311.83,0.01,0.41
Paris,FR,48.8566,2.3522,2026-02-07,3,32,1.25,1.94,1.57,0.13,66.76,146.38,0,0.29
Tokyo,JP,35.6895,139.6917,2026-02-07,3,38,1.61,2.35,15.38,7.08,80.43,189.3,0.77,0.18
Antananarivo,MG,-18.8792,47.5079,2026-02-07,4,6,1.32,2.79,0.43,0.07,8.14,82.78,0.09,0.31
London,GB,51.5074,-0.1278,2026-02-07,4,47,0.74,1.93,2.24,1.17,99.44,130.03,0,0.41
New York,US,40.7128,-74.006,2026-02-07,4,66,19.2,20.97,29.46,8.09,43.4,303.54,0,0.3
Paris,FR,48.8566,2.3522,2026-02-07,4,32,1.18,1.75,1.38,0.11,67.42,145.9,0,0.28
Tokyo,JP,35.6895,139.6917,2026-02-07,4,38,1.58,2.24,16.48,6.97,80.04,189.02,0.8,0.17
Antananarivo,MG,-18.8792,47.5079,2026-02-07,5,6,1.51,3.48,0.37,0.1,8.81,87.98,0.2,0.37
London,GB,51.5074,-0.1278,2026-02-07,5,47,0.52,1.12,1.88,0.9,99.72,128.89,0,0.23
New York,US,40.7128,-74.006,2026-02-07,5,69,20.72,22.74,31.64,8.86,38.56,315.5,0,0.23
Paris,FR,48.8566,2.3522,2026-02-07,5,31,1.22,1.7,1.41,0.11,65,147.05,0,0.3
Tokyo,JP,35.6895,139.6917,2026-02-07,5,38,1.56,2.11,17.39,6.83,79.88,187.95,0.68,0.15
Antananarivo,MG,-18.8792,47.5079,2026-02-07,6,7,1.73,4,0.37,0.11,10.96,91.85,0.18,0.53
London,GB,51.5074,-0.1278,2026-02-07,6,47,0.5,0.85,1.72,0.78,100.23,128.66,0,0.18
New York,US,40.7128,-74.006,2026-02-07,6,73,22.36,24.54,33.43,8.8,34.34,331.37,0,0.17
Paris,FR,48.8566,2.3522,2026-02-07,6,29,1.36,1.81,1.72,0.14,62.09,150.24,0,0.33
Tokyo,JP,35.6895,139.6917,2026-02-07,6,38,1.52,1.99,18.36,6.79,79.58,185.5,0.42,0.14
Antananarivo,MG,-18.8792,47.5079,2026-02-07,7,12,0.7,1.57,0.15,0.13,25.79,69.59,0.04,0.28
London,GB,51.5074,-0.1278,2026-02-07,7,48,0.5,0.74,1.69,0.75,101.27,128.41,0,0.15
New York,US,40.7128,-74.006,2026-02-07,7,73,22.4,24.42,32.46,7.68,32.58,336.73,0,0.16
Paris,FR,48.8566,2.3522,2026-02-07,7,28,1.49,1.97,2.18,0.18,59.62,152.7,0,0.37
Tokyo,JP,35.6895,139.6917,2026-02-07,7,38,1.46,1.91,18.86,6.62,79.47,181.92,0.22,0.13
Antananarivo,MG,-18.8792,47.5079,2026-02-07,8,14,0.69,1.36,0.11,0.12,29.83,68.96,0.02,0.24
London,GB,51.5074,-0.1278,2026-02-07,8,48,0.5,0.71,1.83,0.77,101.27,128.13,0,0.14
New York,US,40.7128,-74.006,2026-02-07,8,68,20.03,21.69,28.37,6.31,33.99,327.32,0,0.2
Paris,FR,48.8566,2.3522,2026-02-07,8,28,1.55,2.08,2.5,0.22,58.62,155.17,0.01,0.39
Tokyo,JP,35.6895,139.6917,2026-02-07,8,38,1.4,1.86,17.85,6.55,80,176.9,0.04,0.13
Antananarivo,MG,-18.8792,47.5079,2026-02-07,9,14,0.73,1.36,0.09,0.12,30.33,69.52,0.02,0.25
London,GB,51.5074,-0.1278,2026-02-07,9,46,0.51,0.79,2.07,0.84,98.43,128.22,0.01,0.14
New York,US,40.7128,-74.006,2026-02-07,9,58,15.58,16.84,22.49,5.16,37.88,303.22,0,0.24
Paris,FR,48.8566,2.3522,2026-02-07,9,28,1.54,2.12,2.48,0.24,59.25,156.15,0.13,0.41
Tokyo,JP,35.6895,139.6917,2026-02-07,9,38,1.34,1.86,15.45,6.5,81.41,171.44,0,0.13
Antananarivo,MG,-18.8792,47.5079,2026-02-07,10,15,0.81,1.4,0.09,0.11,31.91,72.12,0.02,0.24
London,GB,51.5074,-0.1278,2026-02-07,10,44,0.55,0.98,2.34,0.94,92.96,129.9,0.04,0.16
New York,US,40.7128,-74.006,2026-02-07,10,38,9.17,9.97,15.6,3.76,45.38,268.85,0,0.25
Paris,FR,48.8566,2.3522,2026-02-07,10,29,1.43,2.02,2.11,0.24,61.47,154.92,0.29,0.42
Tokyo,JP,35.6895,139.6917,2026-02-07,10,40,1.31,1.9,12.92,5.92,83.82,166.22,0,0.12
Antananarivo,MG,-18.8792,47.5079,2026-02-07,11,16,0.91,1.44,0.08,0.1,33.14,73.64,0.02,0.23
London,GB,51.5074,-0.1278,2026-02-07,11,41,0.57,1.11,2.54,1.05,87.73,132.62,0.13,0.21
New York,US,40.7128,-74.006,2026-02-07,11,26,3.93,4.41,9.8,2.31,54.22,229.97,0,0.27
Paris,FR,48.8566,2.3522,2026-02-07,11,31,1.28,1.89,1.77,0.23,64.61,151.13,0.34,0.51
Tokyo,JP,35.6895,139.6917,2026-02-07,11,41,1.22,1.85,10.42,5.21,86.98,161.3,0,0.12
Antananarivo,MG,-18.8792,47.5079,2026-02-07,12,15,0.97,1.47,0.08,0.09,32.77,73.76,0.02,0.22
London,GB,51.5074,-0.1278,2026-02-07,12,40,0.58,1.18,2.65,1.12,84,136.36,0.22,0.25
New York,US,40.7128,-74.006,2026-02-07,12,30,1.12,1.49,5.76,1.44,64.14,189.77,0,0.3
Paris,FR,48.8566,2.3522,2026-02-07,12,32,1.19,1.82,1.48,0.22,68.7,146.47,0.3,0.64
Tokyo,JP,35.6895,139.6917,2026-02-07,12,43,1.12,1.77,7.74,4.45,91.49,156.26,0,0.14
Antananarivo,MG,-18.8792,47.5079,2026-02-07,13,14,1.05,1.59,0.11,0.09,30.52,74.31,0.03,0.27
London,GB,51.5074,-0.1278,2026-02-07,13,38,0.65,1.34,2.81,1.23,81.25,140.4,0.31,0.29
New York,US,40.7128,-74.006,2026-02-07,13,34,0.5,0.82,4.18,1.13,70.96,163.59,0.07,0.34
Paris,FR,48.8566,2.3522,2026-02-07,13,41,0.67,1.15,0.78,0.17,86.88,136.63,0.12,0.39
Tokyo,JP,35.6895,139.6917,2026-02-07,13,46,0.96,1.64,4.96,3.4,98,151.62,0,0.15
Antananarivo,MG,-18.8792,47.5079,2026-02-07,14,13,1.14,1.76,0.16,0.11,27.82,75.71,0.03,0.36
London,GB,51.5074,-0.1278,2026-02-07,14,37,0.79,1.55,3.14,1.43,79.09,144.19,0.38,0.35
New York,US,40.7128,-74.006,2026-02-07,14,35,0.5,0.87,3.68,1.07,73.73,161.65,0.59,0.36
Paris,FR,48.8566,2.3522,2026-02-07,14,43,0.57,0.94,0.64,0.15,91.05,133.94,0.08,0.35
Tokyo,JP,35.6895,139.6917,2026-02-07,14,48,0.85,1.54,3.82,2.97,101.03,151.36,0,0.17
Antananarivo,MG,-18.8792,47.5079,2026-02-07,15,12,1.21,1.92,0.26,0.12,25.89,77.33,0.02,0.43
London,GB,51.5074,-0.1278,2026-02-07,15,36,0.91,1.66,3.54,1.6,76.78,147.62,0.38,0.39
New York,US,40.7128,-74.006,2026-02-07,15,35,0.54,0.97,2.93,1.04,73.52,164.09,1.12,0.35
Paris,FR,48.8566,2.3522,2026-02-07,15,43,0.6,0.94,0.68,0.15,91.64,133.96,0.06,0.39
Tokyo,JP,35.6895,139.6917,2026-02-07,15,47,0.77,1.43,3.9,2.97,100.01,154.71,0,0.19
Antananarivo,MG,-18.8792,47.5079,2026-02-07,16,10,1.44,2.52,0.46,0.13,21.86,82.71,0,0.5
London,GB,51.5074,-0.1278,2026-02-07,16,35,1.01,1.72,4.17,1.77,74.03,151.66,0.21,0.41
New York,US,40.7128,-74.006,2026-02-07,16,34,0.63,1.01,2.26,0.98,71.19,160.85,1.25,0.31
Paris,FR,48.8566,2.3522,2026-02-07,16,43,0.73,1.14,1.03,0.17,90.31,136.52,0.05,0.53
Tokyo,JP,35.6895,139.6917,2026-02-07,16,46,0.69,1.24,4.15,3.02,97.89,158.96,0,0.18
Antananarivo,MG,-18.8792,47.5079,2026-02-07,17,8,1.87,3.53,0.65,0.14,17.59,93.01,0,0.55
London,GB,51.5074,-0.1278,2026-02-07,17,34,1.07,1.74,4.69,1.91,70.93,156.32,0.03,0.42
New York,US,40.7128,-74.006,2026-02-07,17,34,0.8,1.15,1.97,0.97,70.99,160.19,1.2,0.27
